position;company;reviews;clean_position;city;state;python;statistics;mathematics;java;sql;excel;modeling;c++;r;visualization;ml;ai;has_phd;has_bachelor;has_master;;;;;
Azure Data Scientist; Senior Associate;KPMG;4494;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;
Research Analyst;Epiq Systems, Inc.;131;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Coding Research Analyst;Zelis Healthcare;21;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Science Manager- Atlanta;Capgemini;5720;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Quantitative Analyst;Intercontinental Exchange;57;data analyst;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Data Visualization Software Engineer;KPMG;4494;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Business Intelligence Analyst; People Analytics & Measurement;McKinsey & Company;385;data analyst;Atlanta;GA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Mid Data Scientist - Machine Learning;Elev8 Hire Solutions;0;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Vendor Research Analyst;Northside Hospital;838;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Big Data SW Engineer;KPMG;4494;other role;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Scientist;Pandora Media, Inc.;33;data scientist;Atlanta;GA;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Sponsored Research Financial Analyst;Emory University;550;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;;;;;
Supply Chain Data Science Manager;Accenture;14200;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;;;;;
Director HR Data and Insights;WestRock;1301;other role;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
BI Quantitative Analyst;Children's Healthcare of Atlanta;524;data analyst;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Specialist;Emory University;550;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Associate Product Designer;IBM;22257;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Ecologist;VHB;22;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Tech Fall 2018 Intern - Machine Learning;Turner;375;other role;Atlanta;GA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
R&D Innovation Engineer - Video Analytics/Machine Learning;Honeywell;6121;other role;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Lead Data Engineer;ThoughtWorks;59;data engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Analytics Engineer / Big Data Engineer;UST Global Inc.;653;data engineer;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Corporate Investment Quantitative Finance Analyst;Bank of America;21954;data analyst;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Malware Analyst;ICF;392;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Principal Research Scientist I: Informational Library Architect Extraordinaire;The Hexagon Lavish;0;data scientist;Atlanta;GA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Market Research Analyst;SKIM;0;data analyst;Atlanta;GA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Manager;Piedmont Healthcare;325;other role;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Senior Scientist;Pandora Media, Inc.;33;data scientist;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Junior Specialist - Periscope Advanced Insights Growth Mapping;McKinsey & Company;385;other role;Atlanta;GA;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Full Stack Developer;GreenSky;26;other role;Atlanta;GA;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Associate;KPMG;4494;data scientist;Atlanta;GA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Assistant Scientist - Metabolics Division Lead;Emory University;550;data scientist;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Senior Data Engineer;Pandora Media, Inc.;33;data engineer;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Market Research Analyst;ResMed;78;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Biomedical Engineering: Faculty Position - Open Rank (Asst or Assoc Professor);Emory University;550;other role;Atlanta;GA;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Solutions Consultant;Oversight Systems;6;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Scientist;GeoVax, Inc.;0;data scientist;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Director;Anthem, Inc.;3182;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
A Vigorously-Charged Scientific Programmer;The Hexagon Lavish;0;other role;Atlanta;GA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Software Engineer;FraudScope;0;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Data Scientist – Market Research;Analytic Recruiting;2;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Director of Software;Bionic Sciences Inc.;0;other role;Atlanta;GA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Certifying Scientist / Quantitation Scientist;Lighthouse Lab Services;0;data scientist;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Data Scientist;Smith Hanley Associates;18;data scientist;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Sr Manager - Data & Analytics;General Electric;292;other role;Atlanta;GA;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Big Data Engineer (mid to senior level);GreenSky;26;data engineer;Atlanta;GA;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Scientist;Xpect SVC, LLC;0;data scientist;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Data Science - Senior Consultant;Capgemini;5720;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;;;;;
Adolescent Health Evaluation Specialist;ICF;392;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Windows Programmer / Software Engineer - Intermediate/Senior -ELSYS -7332;The Goal Inc.;0;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Sr. Data Engineer;Optomi;16;data engineer;Atlanta;GA;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Team Lead – Informatics. Sensus USA Inc. Atlanta; Georgia;Xylem;257;other role;Atlanta;GA;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;
Electrical / Substation Design Engineer;Burns & McDonnell;152;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Windows Programmer / Software Engineer (Advanced Degree) - ELSYS;Georgia Tech Research Institute;496;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Electrical/Computer Engineer - EOSL;Georgia Tech Research Institute;496;other role;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Windows Programmer / Software Engineer - Entry/ Intermediate -ELSYS - 7333;The Goal Inc.;0;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Principal Research Scientist;Headway Workforce Solutions;209;data scientist;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Senior Business Intelligence Analyst;The Home Depot;38844;data analyst;Atlanta;GA;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Software Engineer; Machine Learning;Pandora Media, Inc.;33;software engineer;Atlanta;GA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Scientist;R&D Partners;4;data scientist;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Staff CAD Technician;Golder Associates;307;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Engineering Co-op;Golder Associates;307;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Associate Manager; Agile Paid Media;The Home Depot;38844;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Category Manager;JUUL Labs;2;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
FPGA Hardware Researcher - CIPHER;Georgia Tech Research Institute;496;other role;Atlanta;GA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Marketing Research Analyst;HD Supply;1202;data analyst;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Right-of-Way Acquisition Manager | Atlanta; GA;Gresham, Smith and Partners.;27;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Associate Research Scientist;R&D Partners;4;data scientist;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Entry-Level Electrical Engineer;Burns & McDonnell;152;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Staff Software Engineer;General Electric;292;software engineer;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Principal Engineer;Cotiviti;104;other role;Atlanta;GA;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
DevOps Engineer - ELSYS;Georgia Tech Research Institute;496;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Analyst;McKinsey & Company;385;data analyst;Atlanta;GA;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Analyst - Multi-client Benchmarks;McKinsey & Company;385;data analyst;Atlanta;GA;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
BI - Analytics - Cloud Platform Operations Analyst;The Coca-Cola Company;7236;data analyst;Atlanta;GA;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr Quantitative Finance Analyst/C++ Developer;Bank of America;21954;data analyst;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Business Analytics Consultant Sr;PNC Financial Services Group;4650;other role;Atlanta;GA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Various Professional;Alaka`ina Foundation Family of Companies;0;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;;;;;
Senior Engineer II;The Coca-Cola Company;7236;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Pediatrics – Dir. Pediatric Clinical and Translational Research;Emory University;550;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Avionics System Designer - ELSYS;Georgia Tech Research Institute;496;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Business Development Manager (Southeast Region);Catapult Sports;0;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Research Analyst and Team Lead - HR Insights - Bersin;Deloitte;6869;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Landscape Architect (Graduate);Jacobs;2380;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Implementation Engineer (Machine Learning/Data Analytics);eHire, LLC;0;other role;Atlanta;GA;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Sales Account Executive;Clear Story Data;0;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Post-Doctoral Fellowship Training Program in Cancer Epidemiology;AMERICAN CANCER SOCIETY;959;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Software Researcher - CIPHER;Georgia Tech Research Institute;496;other role;Atlanta;GA;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Configuration Management/Quality Assurance Manager -ATAS;Georgia Tech Research Institute;496;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Practice Technology Regional BIM Manager (East Region);HKS, Inc.;0;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Windows Programmer / Software Engineer- ELSYS;Georgia Tech Research Institute;496;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Cyber Security Systems Engineer;ICF;392;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Technical Product Manager – Secureworks – Austin; TX; Atlanta; GA; D.C. Metro; or Remote;DELL;8380;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Data Scientist;Matrix Resources;58;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior FPGA Hardware Researcher - CIPHER;Georgia Tech Research Institute;496;other role;Atlanta;GA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Environmental Project Engineer - CCR/Fly Ash NPDES;Stantec;460;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Technical Lead Data Engineer/Architect;Beacon Hill Technologies;184;data engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Post-Doctoral Fellow- Medical Imaging; Machine Learning and CT Physics;Emory University;550;other role;Atlanta;GA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;
Avionics System Designer (Advanced Degree) - ELSYS;Georgia Tech Research Institute;496;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Branch Head for FPGA Hardware Research and Development - CIPHER;Georgia Tech Research Institute;496;other role;Atlanta;GA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Sr. Staff Enterprise Application Engineer;General Electric;292;other role;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;;;;;
Commercial Construction Market Leader – Global Facilities;Burns & McDonnell;152;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Firmware Engineer - ELSYS;Georgia Tech Research Institute;496;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Staff-National Tax office;Crowe;176;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Senior Analyst - Marketing Research;GEORGIA-PACIFIC;1947;data analyst;Atlanta;GA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Product Manager – Secureworks – Austin; TX; Atlanta; GA; D.C. Metro; or Remote;DELL;8380;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Senior Web Developer;Perficient;44;other role;Atlanta;GA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Software Engineer;Feedzai;0;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;;;;;
Sr Staff Software Engineer;General Electric;292;software engineer;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;;;;;
Data Scientist;Elavon, Inc.;233;data scientist;Atlanta;GA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Analyst - GC Insights; New Ventures;McKinsey & Company;385;data analyst;Atlanta;GA;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Assistant Architect;Burns & McDonnell;152;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Market Research Analyst;Pearson;1600;data analyst;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Advanced Analytics Consultant - Machine Learning;Slalom Consulting;48;other role;Atlanta;GA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;Cardinal Solutions;2;data scientist;Atlanta;GA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Epidemiologist;Piedmont Healthcare;0;other role;Atlanta;GA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
