Entity,Code,Year,extensive_agriculture
Uzbekistan,UZB,1850,Common
Vietnam,VNM,-8000,None
Vietnam,VNM,-6000,None
Vietnam,VNM,-4000,None
Vietnam,VNM,-2000,Minimal
Vietnam,VNM,-1000,Common
Vietnam,VNM,0,Common
Vietnam,VNM,1000,Common
Vietnam,VNM,1500,Widespread
Vietnam,VNM,1750,Widespread
Vietnam,VNM,1850,Widespread
Yemen,YEM,-8000,None
Yemen,YEM,-6000,None
Yemen,YEM,-4000,None
Yemen,YEM,-2000,Minimal
Yemen,YEM,-1000,Minimal
Yemen,YEM,0,Minimal
Yemen,YEM,1000,None
Yemen,YEM,1500,None
Yemen,YEM,1750,Minimal
Yemen,YEM,1850,Minimal
Zambia,ZMB,-8000,None
Zambia,ZMB,-6000,None
Zambia,ZMB,-4000,None
Zambia,ZMB,-2000,None
Zambia,ZMB,-1000,None
Zambia,ZMB,0,Minimal
Zambia,ZMB,1000,Common
Zambia,ZMB,1500,Widespread
Zambia,ZMB,1750,Widespread
Zambia,ZMB,1850,Widespread
Zimbabwe,ZWE,-8000,None
Zimbabwe,ZWE,-6000,None
Zimbabwe,ZWE,-4000,None
Zimbabwe,ZWE,-2000,None
Zimbabwe,ZWE,-1000,None
Zimbabwe,ZWE,0,Minimal
Zimbabwe,ZWE,1000,Common
Zimbabwe,ZWE,1500,Widespread
Zimbabwe,ZWE,1750,Widespread
Zimbabwe,ZWE,1850,Widespread
