co,no,no2,o3,so2,pm2_5,pm10,nh3,date
161.89,0.2,2.25,66.52,0.34,1.7,1.81,0.31,2021-06-18 14:00:00
163.56,0.15,2.31,68.67,0.32,1.48,1.58,0.3,2021-06-18 15:00:00
163.56,0.11,2.51,70.1,0.31,1.5,1.59,0.29,2021-06-18 16:00:00
165.22,0.08,2.74,72.24,0.31,1.91,1.99,0.28,2021-06-18 17:00:00
166.89,0.04,2.79,74.39,0.33,2.57,2.65,0.28,2021-06-18 18:00:00
166.89,0.01,2.7,76.53,0.36,3.15,3.22,0.3,2021-06-18 19:00:00
166.89,0.0,2.49,77.25,0.38,3.05,3.13,0.31,2021-06-18 20:00:00
166.89,0.0,2.21,76.53,0.35,2.48,2.56,0.33,2021-06-18 21:00:00
165.22,0.0,1.99,75.1,0.33,2.03,2.12,0.36,2021-06-18 22:00:00
165.22,0.0,1.78,72.24,0.32,1.72,1.82,0.41,2021-06-18 23:00:00
165.22,0.0,1.52,69.38,0.29,1.36,1.46,0.44,2021-06-19 00:00:00
163.56,0.0,1.44,64.37,0.28,1.15,1.29,0.56,2021-06-19 01:00:00
161.89,0.0,1.59,57.94,0.31,1.14,1.34,0.78,2021-06-19 02:00:00
161.89,0.0,1.89,52.93,0.39,1.22,1.54,0.98,2021-06-19 03:00:00
160.22,0.0,2.14,49.35,0.49,1.35,1.82,1.16,2021-06-19 04:00:00
160.22,0.01,2.23,47.21,0.57,1.49,2.14,1.25,2021-06-19 05:00:00
160.22,0.05,2.27,47.21,0.64,1.63,2.46,1.22,2021-06-19 06:00:00
160.22,0.08,2.27,52.21,0.6,1.63,2.49,1.03,2021-06-19 07:00:00
160.22,0.12,2.51,54.36,0.56,1.57,2.43,0.98,2021-06-19 08:00:00
160.22,0.15,2.79,54.36,0.53,1.53,2.41,1.05,2021-06-19 09:00:00
160.22,0.15,2.44,58.65,0.44,1.34,2.15,1.0,2021-06-19 10:00:00
161.89,0.17,2.06,62.94,0.39,1.15,1.89,1.0,2021-06-19 11:00:00
163.56,0.18,1.78,67.23,0.4,1.03,1.75,1.03,2021-06-19 12:00:00
163.56,0.17,1.56,72.24,0.42,0.98,1.64,1.05,2021-06-19 13:00:00
163.56,0.14,1.41,75.1,0.42,0.98,1.57,1.08,2021-06-19 14:00:00
163.56,0.11,1.36,75.1,0.42,0.99,1.56,1.17,2021-06-19 15:00:00
163.56,0.11,1.46,75.1,0.42,1.01,1.56,1.25,2021-06-19 16:00:00
163.56,0.08,1.78,74.39,0.39,1.0,1.45,1.25,2021-06-19 17:00:00
165.22,0.04,2.14,73.67,0.38,0.99,1.34,1.22,2021-06-19 18:00:00
165.22,0.01,2.61,69.38,0.48,1.16,1.51,1.2,2021-06-19 19:00:00
163.56,0.0,2.83,67.23,0.55,1.35,1.85,1.19,2021-06-19 20:00:00
161.89,0.0,2.51,66.52,0.54,1.53,2.22,0.96,2021-06-19 21:00:00
163.56,0.0,2.14,66.52,0.48,1.5,2.03,0.76,2021-06-19 22:00:00
165.22,0.0,1.95,65.09,0.44,1.54,1.97,0.67,2021-06-19 23:00:00
163.56,0.0,1.74,62.94,0.45,1.82,2.32,0.63,2021-06-20 00:00:00
161.89,0.0,1.61,59.37,0.51,2.28,2.97,0.63,2021-06-20 01:00:00
160.22,0.0,1.61,55.08,0.51,2.35,2.98,0.66,2021-06-20 02:00:00
161.89,0.0,1.56,52.21,0.47,2.15,2.67,0.69,2021-06-20 03:00:00
161.89,0.0,1.48,52.93,0.44,1.97,2.5,0.75,2021-06-20 04:00:00
163.56,0.0,1.44,55.08,0.42,1.78,2.41,0.82,2021-06-20 05:00:00
161.89,0.01,1.59,56.51,0.41,1.52,2.11,0.85,2021-06-20 06:00:00
161.89,0.04,1.86,59.37,0.4,1.26,1.69,0.78,2021-06-20 07:00:00
163.56,0.1,2.04,60.8,0.4,1.1,1.41,0.74,2021-06-20 08:00:00
165.22,0.19,1.93,62.94,0.4,1.03,1.3,0.72,2021-06-20 09:00:00
165.22,0.23,1.59,66.52,0.39,1.04,1.28,0.63,2021-06-20 10:00:00
166.89,0.2,1.35,69.38,0.38,1.11,1.36,0.61,2021-06-20 11:00:00
166.89,0.2,1.24,71.53,0.4,1.26,1.54,0.66,2021-06-20 12:00:00
166.89,0.18,1.24,72.24,0.43,1.36,1.64,0.69,2021-06-20 13:00:00
166.89,0.14,1.23,72.24,0.42,1.32,1.59,0.7,2021-06-20 14:00:00
165.22,0.11,1.24,71.53,0.41,1.2,1.46,0.71,2021-06-20 15:00:00
163.56,0.08,1.36,70.81,0.42,1.12,1.45,0.76,2021-06-20 16:00:00
163.56,0.05,1.63,70.1,0.43,1.11,1.59,0.87,2021-06-20 17:00:00
163.56,0.02,1.78,70.1,0.44,1.13,1.72,0.94,2021-06-20 18:00:00
163.56,0.01,1.82,70.81,0.44,1.15,1.8,0.99,2021-06-20 19:00:00
163.56,0.0,1.82,71.53,0.44,1.2,1.94,1.05,2021-06-20 20:00:00
161.89,0.0,1.76,73.67,0.47,1.26,2.1,1.08,2021-06-20 21:00:00
161.89,0.0,1.8,74.39,0.5,1.34,2.29,1.16,2021-06-20 22:00:00
160.22,0.0,1.93,72.96,0.51,1.41,2.51,1.24,2021-06-20 23:00:00
160.22,0.0,1.93,72.24,0.5,1.44,2.68,1.17,2021-06-21 00:00:00
160.22,0.0,1.82,71.53,0.48,1.45,2.8,1.06,2021-06-21 01:00:00
160.22,0.0,1.71,70.1,0.46,1.4,2.75,1.03,2021-06-21 02:00:00
160.22,0.0,1.65,69.38,0.44,1.29,2.53,1.0,2021-06-21 03:00:00
160.22,0.0,1.59,68.67,0.46,1.17,2.31,0.93,2021-06-21 04:00:00
160.22,0.01,1.71,67.23,0.53,1.15,2.29,0.88,2021-06-21 05:00:00
161.89,0.03,2.06,65.09,0.68,1.28,2.57,0.81,2021-06-21 06:00:00
161.89,0.04,2.19,67.23,0.78,1.41,2.89,0.63,2021-06-21 07:00:00
161.89,0.08,2.06,69.38,0.75,1.41,2.99,0.6,2021-06-21 08:00:00
163.56,0.11,1.8,73.67,0.7,1.27,2.94,0.62,2021-06-21 09:00:00
161.89,0.12,1.52,78.68,0.66,1.1,2.58,0.53,2021-06-21 10:00:00
161.89,0.14,1.33,83.69,0.63,0.98,2.38,0.51,2021-06-21 11:00:00
161.89,0.15,1.19,87.98,0.58,0.87,2.12,0.51,2021-06-21 12:00:00
161.89,0.16,1.08,89.41,0.54,0.8,1.79,0.49,2021-06-21 13:00:00
161.89,0.14,1.07,82.97,0.63,1.1,2.18,0.43,2021-06-21 14:00:00
161.89,0.15,1.14,75.1,0.85,1.71,3.42,0.39,2021-06-21 15:00:00
160.22,0.12,1.39,73.67,0.86,1.91,3.86,0.42,2021-06-21 16:00:00
160.22,0.08,1.82,74.39,0.7,1.73,3.17,0.47,2021-06-21 17:00:00
158.55,0.05,2.06,75.1,0.65,1.75,2.61,0.46,2021-06-21 18:00:00
158.55,0.02,2.19,73.67,0.88,2.26,3.29,0.4,2021-06-21 19:00:00
160.22,0.0,2.06,73.67,1.04,2.47,4.33,0.37,2021-06-21 20:00:00
160.22,0.0,1.8,70.1,1.04,2.29,5.11,0.37,2021-06-21 21:00:00
160.22,0.0,1.76,67.23,1.07,2.22,6.31,0.43,2021-06-21 22:00:00
160.22,0.0,1.74,66.52,1.06,2.06,6.75,0.51,2021-06-21 23:00:00
160.22,0.0,1.61,65.8,1.0,1.87,6.38,0.59,2021-06-22 00:00:00
161.89,0.0,1.48,66.52,0.94,1.74,6.0,0.73,2021-06-22 01:00:00
163.56,0.0,1.48,65.8,0.91,1.71,5.68,0.96,2021-06-22 02:00:00
165.22,0.0,1.54,62.94,0.89,1.68,5.32,1.2,2021-06-22 03:00:00
166.89,0.0,1.65,60.08,0.87,1.55,4.8,1.43,2021-06-22 04:00:00
165.22,0.0,2.08,56.51,1.04,1.49,4.36,1.46,2021-06-22 05:00:00
163.56,0.05,2.96,54.36,1.48,1.65,4.29,1.39,2021-06-22 06:00:00
163.56,0.15,3.73,53.64,1.73,1.76,3.95,1.3,2021-06-22 07:00:00
163.56,0.32,4.24,52.93,1.8,1.81,3.51,1.3,2021-06-22 08:00:00
165.22,0.34,3.26,60.08,1.3,1.65,2.94,1.03,2021-06-22 09:00:00
161.89,0.16,1.56,70.81,0.92,1.33,2.3,0.52,2021-06-22 10:00:00
160.22,0.11,1.03,75.1,0.77,1.09,1.91,0.38,2021-06-22 11:00:00
160.22,0.1,0.89,74.39,0.72,1.01,1.86,0.36,2021-06-22 12:00:00
158.55,0.09,0.89,72.96,0.72,1.02,2.16,0.38,2021-06-22 13:00:00
158.55,0.09,0.92,70.81,0.72,1.03,2.46,0.42,2021-06-22 14:00:00
158.55,0.09,0.99,70.81,0.7,1.02,2.6,0.46,2021-06-22 15:00:00
158.55,0.09,1.17,69.38,0.71,1.04,2.71,0.5,2021-06-22 16:00:00
158.55,0.08,1.46,67.95,0.75,1.11,2.92,0.55,2021-06-22 17:00:00
158.55,0.05,1.59,67.23,0.78,1.19,3.14,0.59,2021-06-22 18:00:00
158.55,0.04,2.29,61.51,0.72,1.23,3.22,1.06,2021-06-22 19:00:00
158.55,0.01,3.3,52.21,0.6,1.27,3.27,1.6,2021-06-22 20:00:00
158.55,0.0,3.98,46.49,0.54,1.33,3.42,1.63,2021-06-22 21:00:00
158.55,0.01,6.17,32.9,0.43,1.51,3.66,1.87,2021-06-22 22:00:00
155.21,0.07,7.88,18.42,0.29,1.76,3.96,2.44,2021-06-22 23:00:00
151.87,0.13,8.23,10.64,0.28,2.01,4.34,3.8,2021-06-23 00:00:00
150.2,0.19,8.23,7.24,0.33,2.33,4.85,5.38,2021-06-23 01:00:00
148.54,0.22,8.05,6.26,0.31,2.59,5.18,4.02,2021-06-23 02:00:00
146.87,0.17,7.28,7.78,0.26,2.73,5.23,2.44,2021-06-23 03:00:00
150.2,0.06,5.74,14.13,0.33,2.54,4.85,1.77,2021-06-23 04:00:00
150.2,0.26,5.1,14.84,0.38,2.49,4.73,1.82,2021-06-23 05:00:00
150.2,1.69,4.71,15.02,0.54,2.58,4.84,2.09,2021-06-23 06:00:00
155.21,2.18,4.67,28.25,1.04,2.42,4.8,1.92,2021-06-23 07:00:00
158.55,2.91,4.58,32.54,1.49,2.61,5.11,2.25,2021-06-23 08:00:00
160.22,2.96,4.46,38.98,1.97,3.21,5.79,2.88,2021-06-23 09:00:00
163.56,1.01,2.79,76.53,2.74,3.78,5.71,1.88,2021-06-23 10:00:00
160.22,0.35,1.33,89.41,1.76,3.59,4.98,1.69,2021-06-23 11:00:00
156.88,0.2,0.88,94.41,1.33,3.57,4.73,1.65,2021-06-23 12:00:00
156.88,0.15,0.73,98.71,1.1,3.49,4.51,1.63,2021-06-23 13:00:00
155.21,0.15,0.71,101.57,1.06,3.57,4.51,1.63,2021-06-23 14:00:00
156.88,0.14,0.78,107.29,1.1,3.73,4.65,1.63,2021-06-23 15:00:00
156.88,0.16,1.02,111.58,1.18,3.88,4.78,1.65,2021-06-23 16:00:00
156.88,0.16,1.39,114.44,1.25,3.98,4.86,1.73,2021-06-23 17:00:00
156.88,0.13,1.78,115.87,1.33,4.04,4.92,1.81,2021-06-23 18:00:00
155.21,0.33,6.17,75.82,1.16,4.37,5.38,3.52,2021-06-23 19:00:00
153.54,0.23,11.14,37.55,1.01,4.96,6.2,5.38,2021-06-23 20:00:00
155.21,0.06,15.08,19.31,1.12,5.61,7.09,6.59,2021-06-23 21:00:00
156.88,0.23,19.88,10.01,1.34,6.37,8.13,7.47,2021-06-23 22:00:00
160.22,0.56,21.94,4.56,1.04,7.08,9.05,5.32,2021-06-23 23:00:00
161.89,0.59,19.36,3.4,0.68,7.48,9.52,3.33,2021-06-24 00:00:00
160.22,0.16,14.05,6.17,0.66,7.61,9.64,2.91,2021-06-24 01:00:00
156.88,0.13,11.65,5.72,0.55,7.36,9.45,2.85,2021-06-24 02:00:00
153.54,0.18,9.17,4.92,0.4,6.37,8.23,2.5,2021-06-24 03:00:00
153.54,0.16,7.37,6.08,0.34,4.57,5.9,2.06,2021-06-24 04:00:00
155.21,0.34,6.94,6.88,0.39,3.31,4.27,1.9,2021-06-24 05:00:00
158.55,1.15,7.45,8.58,0.7,2.95,3.72,1.9,2021-06-24 06:00:00
161.89,1.06,9.25,15.56,1.7,3.28,3.9,1.82,2021-06-24 07:00:00
163.56,1.76,9.25,17.17,2.0,3.14,3.75,2.06,2021-06-24 08:00:00
163.56,2.35,9.08,20.21,2.24,3.28,3.9,2.28,2021-06-24 09:00:00
163.56,0.72,6.0,42.92,1.86,2.6,2.95,1.27,2021-06-24 10:00:00
161.89,0.57,4.24,48.64,1.54,1.93,2.18,1.08,2021-06-24 11:00:00
160.22,0.76,4.5,50.07,1.86,2.12,2.39,1.17,2021-06-24 12:00:00
160.22,0.87,4.41,52.21,2.27,2.42,2.69,1.2,2021-06-24 13:00:00
161.89,0.81,4.28,56.51,2.38,2.52,2.72,1.01,2021-06-24 14:00:00
163.56,0.86,4.84,56.51,2.56,2.5,2.65,0.9,2021-06-24 15:00:00
161.89,0.55,6.43,52.93,2.74,2.33,2.46,0.87,2021-06-24 16:00:00
160.22,0.38,7.28,48.64,2.65,1.92,2.04,0.93,2021-06-24 17:00:00
160.22,0.2,7.54,45.42,2.3,1.47,1.58,0.95,2021-06-24 18:00:00
161.89,0.08,7.97,39.34,2.12,1.35,1.45,0.94,2021-06-24 19:00:00
163.56,0.02,7.97,33.62,1.86,1.31,1.42,0.9,2021-06-24 20:00:00
161.89,0.0,6.6,30.4,1.25,1.09,1.19,0.81,2021-06-24 21:00:00
158.55,0.0,5.14,28.25,0.69,0.82,0.93,0.84,2021-06-24 22:00:00
155.21,0.0,4.97,25.03,0.55,0.82,0.93,0.93,2021-06-24 23:00:00
156.88,0.0,5.27,21.82,0.57,1.0,1.14,1.05,2021-06-25 00:00:00
161.89,0.0,5.44,19.49,0.59,1.32,1.52,1.19,2021-06-25 01:00:00
163.56,0.0,5.06,20.39,0.57,1.85,2.14,1.28,2021-06-25 02:00:00
163.56,0.0,4.41,23.96,0.55,2.44,2.76,1.27,2021-06-25 03:00:00
161.89,0.0,4.24,26.11,0.6,2.86,3.17,1.09,2021-06-25 04:00:00
160.22,0.02,4.41,26.46,0.69,3.05,3.32,0.89,2021-06-25 05:00:00
156.88,0.11,4.46,28.61,0.78,2.88,3.09,0.81,2021-06-25 06:00:00
153.54,0.31,4.67,30.76,1.0,2.67,2.84,0.82,2021-06-25 07:00:00
151.87,0.64,5.27,32.9,1.55,2.7,2.88,0.84,2021-06-25 08:00:00
153.54,0.99,5.31,33.62,1.71,2.09,2.32,0.88,2021-06-25 09:00:00
155.21,0.87,3.81,42.2,1.28,1.08,1.32,0.82,2021-06-25 10:00:00
155.21,0.71,2.91,50.78,1.19,0.81,1.04,0.85,2021-06-25 11:00:00
155.21,0.7,2.59,57.94,1.34,0.92,1.16,0.89,2021-06-25 12:00:00
156.88,0.44,2.46,66.52,1.49,1.18,1.43,0.88,2021-06-25 13:00:00
156.88,0.37,1.93,75.1,1.57,1.69,1.99,0.98,2021-06-25 14:00:00
155.21,0.32,1.46,82.97,1.52,2.24,2.63,1.17,2021-06-25 15:00:00
155.21,0.29,1.37,85.83,1.36,2.35,2.81,1.36,2021-06-25 16:00:00
155.21,0.28,1.65,85.12,1.21,2.15,2.66,1.57,2021-06-25 17:00:00
156.88,0.23,1.95,84.4,1.18,1.97,2.49,1.76,2021-06-25 18:00:00
160.22,0.15,2.7,80.82,1.36,2.04,2.59,2.0,2021-06-25 19:00:00
163.56,0.06,4.41,67.23,1.49,2.43,3.05,2.12,2021-06-25 20:00:00
165.22,0.0,6.34,47.92,1.62,2.68,3.33,1.73,2021-06-25 21:00:00
163.56,0.0,6.0,38.62,1.16,2.52,3.18,1.27,2021-06-25 22:00:00
160.22,0.0,4.58,38.62,0.82,2.63,3.63,0.97,2021-06-25 23:00:00
160.22,0.0,3.73,40.05,0.75,2.92,4.45,0.85,2021-06-26 00:00:00
160.22,0.0,3.13,40.77,0.72,3.08,5.02,0.81,2021-06-26 01:00:00
160.22,0.0,2.74,40.77,0.69,3.22,5.52,0.81,2021-06-26 02:00:00
160.22,0.0,2.53,40.05,0.68,3.33,5.88,0.82,2021-06-26 03:00:00
160.22,0.0,2.57,39.34,0.7,3.6,6.46,0.79,2021-06-26 04:00:00
160.22,0.0,2.87,37.91,0.75,4.04,6.98,0.77,2021-06-26 05:00:00
161.89,0.02,3.47,36.48,0.8,4.64,7.19,0.74,2021-06-26 06:00:00
163.56,0.09,4.16,36.12,0.87,5.41,6.98,0.69,2021-06-26 07:00:00
165.22,0.2,4.5,35.76,0.9,5.53,6.36,0.73,2021-06-26 08:00:00
165.22,0.26,4.76,35.41,0.92,5.2,5.68,0.8,2021-06-26 09:00:00
163.56,0.38,4.97,34.33,0.95,4.43,4.72,0.74,2021-06-26 10:00:00
160.22,0.85,4.63,34.33,1.01,3.66,3.92,0.77,2021-06-26 11:00:00
156.88,1.12,4.24,37.91,1.07,3.31,3.65,0.92,2021-06-26 12:00:00
155.21,0.71,3.04,56.51,1.18,4.06,4.59,1.03,2021-06-26 13:00:00
158.55,0.23,1.52,85.12,1.34,5.43,6.25,1.01,2021-06-26 14:00:00
161.89,0.14,1.06,100.14,1.49,5.5,6.58,0.93,2021-06-26 15:00:00
165.22,0.12,1.11,103.0,1.49,4.93,6.09,0.92,2021-06-26 16:00:00
165.22,0.08,1.34,101.57,1.33,4.46,5.57,1.03,2021-06-26 17:00:00
166.89,0.03,1.61,98.71,1.12,4.04,5.09,1.2,2021-06-26 18:00:00
166.89,0.01,2.4,83.69,0.8,3.69,4.7,1.73,2021-06-26 19:00:00
166.89,0.0,3.04,70.81,0.6,3.39,4.42,2.19,2021-06-26 20:00:00
163.56,0.0,3.13,63.66,0.56,3.12,4.12,2.06,2021-06-26 21:00:00
161.89,0.0,3.26,57.94,0.55,3.12,3.94,1.92,2021-06-26 22:00:00
163.56,0.0,3.26,52.21,0.51,3.74,4.4,1.84,2021-06-26 23:00:00
163.56,0.0,2.96,47.21,0.45,4.6,5.19,1.55,2021-06-27 00:00:00
158.55,0.0,2.74,42.92,0.41,4.96,5.58,1.31,2021-06-27 01:00:00
155.21,0.0,2.55,42.2,0.4,5.99,6.81,1.22,2021-06-27 02:00:00
153.54,0.0,2.16,49.35,0.43,8.99,9.95,0.97,2021-06-27 03:00:00
156.88,0.0,1.41,65.8,0.36,7.66,8.36,0.76,2021-06-27 04:00:00
156.88,0.0,1.29,69.38,0.34,6.14,6.85,0.75,2021-06-27 05:00:00
156.88,0.01,1.63,67.95,0.41,7.4,8.4,0.74,2021-06-27 06:00:00
156.88,0.02,2.21,67.23,0.52,9.09,10.21,0.74,2021-06-27 07:00:00
158.55,0.06,2.72,65.8,0.63,8.37,9.16,0.63,2021-06-27 08:00:00
156.88,0.1,2.96,63.66,0.67,6.29,6.87,0.61,2021-06-27 09:00:00
156.88,0.15,2.74,62.23,0.63,4.66,5.08,0.62,2021-06-27 10:00:00
156.88,0.17,2.38,63.66,0.63,4.06,4.51,0.69,2021-06-27 11:00:00
158.55,0.15,2.06,67.95,0.62,3.81,4.35,0.8,2021-06-27 12:00:00
160.22,0.12,1.86,72.96,0.61,4.04,4.78,0.92,2021-06-27 13:00:00
161.89,0.11,1.76,77.25,0.63,4.85,5.88,1.06,2021-06-27 14:00:00
163.56,0.11,1.56,83.69,0.62,5.47,6.73,1.2,2021-06-27 15:00:00
163.56,0.1,1.5,88.69,0.6,6.0,7.36,1.3,2021-06-27 16:00:00
161.89,0.08,1.69,90.12,0.56,7.35,9.23,1.31,2021-06-27 17:00:00
160.22,0.05,1.8,89.41,0.56,8.49,11.07,1.22,2021-06-27 18:00:00
156.88,0.02,1.84,88.69,0.58,8.94,11.78,1.09,2021-06-27 19:00:00
155.21,0.0,1.93,85.83,0.63,9.05,11.78,0.91,2021-06-27 20:00:00
155.21,0.0,1.91,82.97,0.63,8.68,11.05,0.73,2021-06-27 21:00:00
155.21,0.0,1.82,80.11,0.59,7.51,9.15,0.57,2021-06-27 22:00:00
156.88,0.0,1.67,77.25,0.52,6.13,7.15,0.5,2021-06-27 23:00:00
156.88,0.0,1.54,75.82,0.5,5.23,5.92,0.48,2021-06-28 00:00:00
158.55,0.0,1.41,75.82,0.5,4.88,5.42,0.48,2021-06-28 01:00:00
156.88,0.0,1.36,75.1,0.5,4.75,5.26,0.48,2021-06-28 02:00:00
155.21,0.0,1.32,73.67,0.52,4.46,4.98,0.48,2021-06-28 03:00:00
153.54,0.0,1.32,69.38,0.54,3.96,4.51,0.5,2021-06-28 04:00:00
151.87,0.0,1.41,63.66,0.55,3.37,3.9,0.54,2021-06-28 05:00:00
151.87,0.01,1.78,56.51,0.57,2.98,3.46,0.59,2021-06-28 06:00:00
151.87,0.03,2.55,50.07,0.58,2.76,3.28,0.72,2021-06-28 07:00:00
153.54,0.08,3.13,46.49,0.61,2.64,3.31,0.87,2021-06-28 08:00:00
155.21,0.14,3.26,45.42,0.63,2.43,3.22,0.95,2021-06-28 09:00:00
156.88,0.17,3.0,48.64,0.66,2.21,3.05,0.95,2021-06-28 10:00:00
156.88,0.19,2.91,49.35,0.66,2.02,2.87,1.0,2021-06-28 11:00:00
156.88,0.24,2.83,51.5,0.65,1.86,2.64,1.0,2021-06-28 12:00:00
156.88,0.26,2.53,55.79,0.66,1.71,2.33,0.88,2021-06-28 13:00:00
155.21,0.22,2.4,60.08,0.64,1.57,2.07,0.74,2021-06-28 14:00:00
155.21,0.19,2.38,63.66,0.63,1.48,1.98,0.67,2021-06-28 15:00:00
156.88,0.17,2.46,67.23,0.63,1.52,2.13,0.65,2021-06-28 16:00:00
156.88,0.15,2.74,67.95,0.67,1.66,2.52,0.68,2021-06-28 17:00:00
155.21,0.14,3.0,67.23,0.72,1.79,2.89,0.71,2021-06-28 18:00:00
151.87,0.07,3.47,64.37,0.82,2.05,3.4,0.75,2021-06-28 19:00:00
150.2,0.01,3.73,63.66,0.89,2.39,3.88,0.78,2021-06-28 20:00:00
151.87,0.0,3.43,64.37,0.88,2.65,4.11,0.78,2021-06-28 21:00:00
151.87,0.0,3.21,65.8,0.82,2.87,4.32,0.78,2021-06-28 22:00:00
151.87,0.0,3.13,65.8,0.78,3.06,4.62,0.82,2021-06-28 23:00:00
151.87,0.0,3.09,65.09,0.8,3.21,5.1,0.87,2021-06-29 00:00:00
150.2,0.0,3.0,64.37,0.83,3.38,5.61,0.9,2021-06-29 01:00:00
150.2,0.0,2.79,62.94,0.86,3.52,5.73,0.87,2021-06-29 02:00:00
148.54,0.0,2.55,61.51,0.86,3.75,5.6,0.83,2021-06-29 03:00:00
146.87,0.0,2.34,61.51,0.83,3.97,5.21,0.76,2021-06-29 04:00:00
146.87,0.0,2.25,60.08,0.78,3.87,4.65,0.71,2021-06-29 05:00:00
148.54,0.01,2.53,57.94,0.76,3.44,3.99,0.69,2021-06-29 06:00:00
150.2,0.02,3.3,55.79,0.76,3.0,3.47,0.71,2021-06-29 07:00:00
150.2,0.04,4.16,55.79,0.82,2.73,3.28,0.76,2021-06-29 08:00:00
151.87,0.06,4.5,57.22,0.84,2.42,3.06,0.8,2021-06-29 09:00:00
153.54,0.08,3.86,59.37,0.73,2.06,2.65,0.74,2021-06-29 10:00:00
155.21,0.12,3.13,61.51,0.62,1.9,2.4,0.67,2021-06-29 11:00:00
156.88,0.19,2.74,62.94,0.63,2.12,2.64,0.67,2021-06-29 12:00:00
160.22,0.27,2.29,65.09,0.68,2.41,3.16,0.68,2021-06-29 13:00:00
163.56,0.21,1.95,68.67,0.67,2.61,3.67,0.69,2021-06-29 14:00:00
165.22,0.16,1.76,70.81,0.62,2.53,3.77,0.67,2021-06-29 15:00:00
166.89,0.19,1.76,71.53,0.59,2.46,3.88,0.69,2021-06-29 16:00:00
166.89,0.26,1.8,71.53,0.59,2.46,4.2,0.76,2021-06-29 17:00:00
166.89,0.28,1.84,70.81,0.57,2.39,4.32,0.86,2021-06-29 18:00:00
163.56,0.21,2.31,66.52,0.54,2.25,4.13,1.14,2021-06-29 19:00:00
160.22,0.07,3.09,60.08,0.52,2.07,3.82,1.39,2021-06-29 20:00:00
155.21,0.0,3.51,57.22,0.53,2.1,3.83,1.36,2021-06-29 21:00:00
151.87,0.0,3.81,57.22,0.55,2.84,4.93,1.22,2021-06-29 22:00:00
150.2,0.0,3.98,54.36,0.52,3.61,6.06,1.2,2021-06-29 23:00:00
148.54,0.0,3.77,49.35,0.47,3.71,6.12,1.28,2021-06-30 00:00:00
148.54,0.0,3.43,45.42,0.45,3.49,5.53,1.36,2021-06-30 01:00:00
150.2,0.0,3.34,45.06,0.62,3.25,4.99,1.36,2021-06-30 02:00:00
151.87,0.0,3.38,49.35,1.24,3.11,4.89,1.31,2021-06-30 03:00:00
153.54,0.0,2.83,56.51,1.89,3.04,4.94,1.19,2021-06-30 04:00:00
158.55,0.0,2.59,53.64,1.34,2.81,4.6,1.17,2021-06-30 05:00:00
165.22,0.02,3.43,51.5,1.33,2.62,4.33,1.12,2021-06-30 06:00:00
168.56,0.03,3.73,56.51,1.36,2.16,3.61,1.0,2021-06-30 07:00:00
166.89,0.05,3.43,61.51,1.28,1.96,3.3,1.0,2021-06-30 08:00:00
166.89,0.07,3.34,60.8,1.31,2.04,3.4,1.09,2021-06-30 09:00:00
166.89,0.16,3.09,61.51,1.28,1.97,3.25,1.14,2021-06-30 10:00:00
166.89,0.22,2.74,65.09,1.19,1.71,2.83,1.16,2021-06-30 11:00:00
165.22,0.25,2.74,70.1,1.18,1.53,2.57,1.22,2021-06-30 12:00:00
166.89,0.29,3.13,75.82,1.34,1.48,2.5,1.3,2021-06-30 13:00:00
165.22,0.3,3.68,78.68,1.57,1.56,2.67,1.39,2021-06-30 14:00:00
165.22,0.29,4.16,79.39,1.68,1.68,2.9,1.49,2021-06-30 15:00:00
163.56,0.29,4.54,78.68,1.64,1.78,3.07,1.62,2021-06-30 16:00:00
163.56,0.28,4.71,77.96,1.59,1.91,3.21,1.73,2021-06-30 17:00:00
163.56,0.24,4.84,77.25,1.65,2.03,3.32,1.81,2021-06-30 18:00:00
163.56,0.33,7.2,53.64,1.31,2.25,3.62,2.76,2021-06-30 19:00:00
161.89,0.2,9.68,30.76,0.98,2.53,4.03,3.42,2021-06-30 20:00:00
161.89,0.06,11.31,19.13,0.93,2.79,4.43,4.05,2021-06-30 21:00:00
161.89,0.18,12.51,11.8,0.91,3.09,4.88,5.07,2021-06-30 22:00:00
158.55,0.38,12.17,6.35,0.63,3.3,5.17,4.75,2021-06-30 23:00:00
155.21,0.57,9.85,3.17,0.39,3.42,5.29,3.96,2021-07-01 00:00:00
150.2,0.82,7.28,1.45,0.24,3.51,5.25,3.17,2021-07-01 01:00:00
146.87,1.22,5.48,0.66,0.18,3.61,5.32,2.47,2021-07-01 02:00:00
145.2,1.16,5.44,1.5,0.18,3.78,5.52,2.03,2021-07-01 03:00:00
161.89,0.01,7.03,20.92,0.77,5.3,7.55,2.19,2021-07-01 04:00:00
166.89,0.03,6.86,26.11,0.95,5.77,8.39,1.46,2021-07-01 05:00:00
168.56,0.16,7.37,32.54,1.18,5.46,8.16,1.35,2021-07-01 06:00:00
166.89,0.22,7.28,47.92,1.54,3.35,5.67,1.12,2021-07-01 07:00:00
166.89,0.55,7.2,49.35,1.52,2.78,5.19,1.22,2021-07-01 08:00:00
168.56,0.99,6.94,48.64,1.51,2.93,5.51,1.3,2021-07-01 09:00:00
165.22,0.8,5.66,57.94,1.36,2.8,5.21,1.22,2021-07-01 10:00:00
161.89,0.75,4.03,65.09,1.18,2.61,4.92,1.2,2021-07-01 11:00:00
