CountryOrTerritory;Namespace;Network;ResponsibleParty;TimeZone;StationName;EoICode;StationType;StationArea;Pollutant;SamplingPointId;Latitude;Longitude;Altitudee;MeasurementRegime;OperationalActivityBegin;OperationalActivityEnd;Sample;SamplingProcess;MeasurementEquipment;MeasurementMethod;SamplingEquipment;AnalyticalTechnique;envelope
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Particulate matter < 2.5 µm (aerosol);SP_08019054_9_M;41.4260772;2.147992032;136;Continuous data collection;2007-12-31T00:00:00Z;;SAM_08019054_9_M;SPP_08019054_9_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Verdaguer);ES1900A;Background;Urban;Lead in PM10 (aerosol);SP_08019055_19_M;41.38723783;2.186736695;7;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019055_19_M;SPP_08019055_19_M.1;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Verdaguer);ES1900A;Background;Urban;Cadmium in PM10 (aerosol);SP_08019055_28_M;41.38723783;2.186736695;7;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019055_28_M;SPP_08019055_28_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Observatori Fabra);ES2090A;Background;Suburban;Ozone (air);SP_08019058_14_6;41.4184;2.1239;418;Continuous data collection;2018-03-09T00:00:00Z;;SAM_08019058_14_6;SPP_08019058_14_6.1;Teledyne API T400 UV photometric O3 analyser;Ultraviolet (UV) photometry;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Lead in PM10 (aerosol);SP_08019004_19_M;41.40388185;2.204522594;3;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019004_19_M;SPP_08019004_19_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;1-Pentene (air);SP_08019042_413_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_413_M;SPP_08019042_413_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019004_17_M;41.40388185;2.204522594;3;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019004_17_M;SPP_08019004_17_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Nickel in PM10 (aerosol);SP_08019028_62_M;41.38742396;2.164918317;24;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019028_62_M;SPP_08019028_62_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Ozone (air);SP_08019054_14_6;41.4260772;2.147992032;136;Continuous data collection;2007-12-31T00:00:00Z;;SAM_08019054_14_6;SPP_08019054_14_6.1;Unknown;Ultraviolet (UV) photometry;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019054_17_M;41.4260772;2.147992032;136;Continuous data collection;2008-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019054_17_M;SPP_08019054_17_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Palau Reial);ES1992A;Background;Urban;Nitrogen oxides (air);SP_08019057_12_8;41.38748464;2.115149666;81;Continuous data collection;2011-03-17T00:00:00Z;;SAM_08019057_12_8;SPP_08019057_12_8.1;Thermo model 42 NO/Nox analyser;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Observatori Fabra);ES2090A;Background;Suburban;Nitrogen oxides (air);SP_08019058_12_8;41.4184;2.1239;418;Continuous data collection;2018-03-09T00:00:00Z;;SAM_08019058_12_8;SPP_08019058_12_8.1;Thermo model 42i NO/Nox analyser;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Observatori Fabra);ES2090A;Background;Suburban;Nitrogen monoxide (air);SP_08019058_7_8;41.4184;2.1239;418;Continuous data collection;2018-03-09T00:00:00Z;;SAM_08019058_7_8;SPP_08019058_7_8.1;Thermo model 42i NO/Nox analyser;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Lead in PM10 (aerosol);SP_08019053_19_M;41.42068447;2.170571748;2;Continuous data collection;2010-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019053_19_M;SPP_08019053_19_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Nickel in PM10 (aerosol);SP_08019053_62_M;41.42068447;2.170571748;2;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019053_62_M;SPP_08019053_62_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Cadmium in PM10 (aerosol);SP_08019004_28_M;41.40388185;2.204522594;3;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019004_28_M;SPP_08019004_28_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Nitrogen monoxide (air);SP_08019004_7_8;41.40388185;2.204522594;3;Continuous data collection;1985-12-01T00:00:00Z;;SAM_08019004_7_8;SPP_08019004_7_8.1;Columbia Scientific Industries Models 1600;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Lead in PM10 (aerosol);SP_08019043_19_M;41.38534328;2.15382196;26;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019043_19_M;SPP_08019043_19_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Lead in PM10 (aerosol);SP_08019045_19_M;41.38490638;2.119573944;24;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019045_19_M;SPP_08019045_19_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Benzo(a)pyrene in PM10 (aerosol);SP_08019045_27_M;41.38490638;2.119573944;24;Continuous data collection;2007-01-01T00:00:00Z;2009-11-01T00:00:00Z;SAM_08019045_27_M;SPP_08019045_27_M.1;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Sulphur dioxide (air);SP_08019054_1_38;41.4260772;2.147992032;136;Continuous data collection;2007-12-31T00:00:00Z;;SAM_08019054_1_38;SPP_08019054_1_38.1;Unknown;UV fluorescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Verdaguer);ES1900A;Background;Urban;Nickel in PM10 (aerosol);SP_08019055_62_M;41.38723783;2.186736695;7;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019055_62_M;SPP_08019055_62_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Palau Reial);ES1992A;Background;Urban;Nitrogen dioxide (air);SP_08019057_8_8;41.38748464;2.115149666;81;Continuous data collection;2011-03-17T00:00:00Z;;SAM_08019057_8_8;SPP_08019057_8_8.1;Thermo model 42 NO/Nox analyser;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Nickel in PM10 (aerosol);SP_08019054_62_M;41.4260772;2.147992032;136;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019054_62_M;SPP_08019054_62_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Arsenic in PM10 (aerosol);SP_08019028_17_M;41.38742396;2.164918317;24;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019028_17_M;SPP_08019028_17_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Lead in PM10 (aerosol);SP_08019028_19_M;41.38742396;2.164918317;24;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019028_19_M;SPP_08019028_19_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Nickel in PM10 (aerosol);SP_08019028_62_M;41.38742396;2.164918317;24;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019028_62_M;SPP_08019028_62_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Cadmium in PM10 (aerosol);SP_08019044_28_M;41.39874325;2.153385124;57;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019044_28_M;SPP_08019044_28_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Nickel in PM10 (aerosol);SP_08019028_62_M;41.38742396;2.164918317;24;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019028_62_M;SPP_08019028_62_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Cadmium in PM10 (aerosol);SP_08019028_28_M;41.38742396;2.164918317;24;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019028_28_M;SPP_08019028_28_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Benzo(a)pyrene in PM10 (aerosol);SP_08019044_27_M;41.39874325;2.153385124;57;Continuous data collection;2010-01-01T00:00:00Z;;SAM_08019044_27_M;SPP_08019044_27_M.2;;;;High performance liquid chromatography - fluorescence detection (HPLC-FLD);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Lead in PM10 (aerosol);SP_08019054_19_M;41.4260772;2.147992032;136;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019054_19_M;SPP_08019054_19_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Cadmium in PM10 (aerosol);SP_08019028_28_M;41.38742396;2.164918317;24;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019028_28_M;SPP_08019028_28_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Nickel in PM10 (aerosol);SP_08019054_62_M;41.4260772;2.147992032;136;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019054_62_M;SPP_08019054_62_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Lead in PM10 (aerosol);SP_08019054_19_M;41.4260772;2.147992032;136;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019054_19_M;SPP_08019054_19_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
